"","V1","anonymousDepartment","anonymousSchool","commentCount","comments","content","createdAt","customStyle","department","excerpt","forumAlias","forumId","forumName","gender","hidden","hiddenByAuthor","id","likeCount","links","media","mediaMeta","personaSubscriptable","pinned","postAvatar","reactions","replyId","replyTitle","reportReason","school","supportedReactions","tags","title","topics","updatedAt","withImages","withNickname","withVideos"
"1",18,TRUE,FALSE,10,"[{'id': '25a121ea-3f8c-4fd3-89df-e2374fd6e4d4', 'anonymous': False, 'postId': 231094860, 'createdAt': '2019-04-15T13:06:40.733Z', 'updatedAt': '2019-04-15T13:06:40.733Z', 'floor': 1, 'content': '引戰的味道', 'likeCount': 6, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '0696de03-e1e1-4f75-aa09-0002dd696cdb', 'anonymous': True, 'postId': 231094860, 'createdAt': '2019-04-15T13:06:56.967Z', 'updatedAt': '2019-04-15T13:06:56.967Z', 'floor': 2, 'content': '我轉出去 又轉回來了', 'likeCount': 6, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'f3fff08f-0cdb-45bf-a40d-9dd6c432e918', 'anonymous': True, 'postId': 231094860, 'createdAt': '2019-04-15T13:08:30.037Z', 'updatedAt': '2019-04-15T16:03:14.424Z', 'floor': 3, 'content': 'B1 \n我轉過去就可以學中山猴子仔崩潰\n反串成中山戰你們了', 'likeCount': 6, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': True, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'e8e83230-0d1e-48f6-b560-dcb2321d5de8', 'anonymous': False, 'postId': 231094860, 'createdAt': '2019-04-15T13:13:14.406Z', 'updatedAt': '2019-04-15T14:56:10.253Z', 'floor': 4, 'content': '你轉過去就是中山學生 不算反串了啊\n\n我看你還是別浪費報名費ㄌ', 'likeCount': 1, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '0a0eb770-384a-492b-b5e6-544c86289436', 'anonymous': True, 'postId': 231094860, 'createdAt': '2019-04-15T13:54:50.116Z', 'updatedAt': '2019-04-15T13:54:50.116Z', 'floor': 5, 'content': '啊！不廢話了 反正我考不上中山', 'likeCount': 1, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': True, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'dc87101f-c5e6-4d76-ab18-3356ca6454a5', 'anonymous': False, 'postId': 231094860, 'createdAt': '2019-04-15T13:56:10.604Z', 'updatedAt': '2019-04-15T13:56:10.604Z', 'floor': 6, 'content': '考上去然後嘴高大阿  ㄏㄏ', 'likeCount': 2, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '8081d26b-d559-4b1e-81d1-6f59bd91b774', 'anonymous': False, 'postId': 231094860, 'createdAt': '2019-04-15T16:06:55.969Z', 'updatedAt': '2019-04-15T16:08:02.090Z', 'floor': 7, 'content': '快考不然以後畢業證書寫中山大學楠梓校區很難解釋\n講自己中山大學\n「他媽的拉基學店仔裝自己中山大學喔」\n講自己高雄大學\n「他媽的拉基學店仔是還有高大喔佔了便宜還賣乖」\n可憐喔QQ', 'likeCount': 3, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '68f4ca90-631c-438e-baf9-15a4e89f4557', 'anonymous': True, 'postId': 231094860, 'createdAt': '2019-04-16T02:36:25.384Z', 'updatedAt': '2019-04-16T02:36:25.384Z', 'floor': 8, 'content': '講的好像很好考一樣幹', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'F', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'f41949f6-415a-42a4-a37d-1d01f5f44a56', 'anonymous': True, 'postId': 231094860, 'createdAt': '2019-04-16T12:52:54.663Z', 'updatedAt': '2019-04-16T12:52:54.663Z', 'floor': 9, 'content': '下去領五塊', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '5447e287-c632-4acb-8f49-c306d6cbab90', 'anonymous': True, 'postId': 231094860, 'createdAt': '2019-04-16T13:46:39.810Z', 'updatedAt': '2019-04-16T13:46:39.810Z', 'floor': 10, 'content': '自己的學校都拿來消費了 我看也沒前途了吧', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}]","108台綜大轉學考簡章 - Dcard
https://www.dcard.tw/f/exam/p/231094487?ref=android

我的目標該選擇中山大學嗎？","2019-04-15T13:03:38.855Z",NA,"","108台綜大轉學考簡章 - Dcard，我的目標該選擇中山大學嗎？","nuk","9f8bad92-ec3e-4383-ac9a-5c0ee6c5f233","高雄大學","M",FALSE,FALSE,231094860,19,"{'231094487': {'id': 231094487, 'title': '108台綜大轉學考簡章', 'excerpt': '簡章連結：報名期限：108年5月7日（二）9：00 起，至 5月16日（四）17：00 止，繳費期限：108年5月7日（二）9：00 起，至 5月16日（四）止，考試時間：108年7月8日（一），大家加油～～'}}","[]","[]",FALSE,FALSE,NA,"[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 19}]",NA,"",NA,"國立高雄大學",NA,"[]","台綜簡章出來了","['台綜']","2019-04-15T13:03:38.855Z",FALSE,FALSE,FALSE
"2",24,TRUE,FALSE,12,"[{'id': '607cbd76-6058-4169-bed2-83429560f3e0', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T10:05:42.010Z', 'updatedAt': '2019-04-14T10:05:42.010Z', 'floor': 1, 'content': '乾泥良擊敗 嚇死誰啊 乾', 'likeCount': 3, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'ac868499-e7e6-41eb-b54e-df71efb2e636', 'anonymous': False, 'postId': 231085755, 'createdAt': '2019-04-14T10:19:21.827Z', 'updatedAt': '2019-04-14T10:19:21.827Z', 'floor': 2, 'content': '樓上撿到槍', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '財經法律學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '1a10d48a-6c89-4679-889a-ab021e42abf6', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T10:36:51.839Z', 'updatedAt': '2019-04-14T10:36:51.839Z', 'floor': 3, 'content': '過氣', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'abb0e9ad-d0b2-4449-88ce-0e68ab9151c8', 'anonymous': False, 'postId': 231085755, 'createdAt': '2019-04-14T11:33:39.380Z', 'updatedAt': '2019-04-14T11:33:39.380Z', 'floor': 4, 'content': '笑死', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '法律學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '318bbc73-0bc0-4873-8893-9810d295096d', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T11:53:21.126Z', 'updatedAt': '2019-04-14T11:53:21.126Z', 'floor': 5, 'content': '乾爹的老母雞白蘭', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '4fb6e987-8f0b-4344-8b45-c5040fb67ddc', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T12:08:59.069Z', 'updatedAt': '2019-04-14T12:08:59.069Z', 'floor': 6, 'content': '一人一把槍對開啊', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '61609eb7-401a-4efe-a2d8-a5140ac3cf9f', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T12:32:57.681Z', 'updatedAt': '2019-04-14T12:32:57.681Z', 'floor': 7, 'content': '還以為是光頭哥哥', 'likeCount': 1, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '4697788d-8b12-45e2-92d5-aed3e5829081', 'anonymous': False, 'postId': 231085755, 'createdAt': '2019-04-14T12:37:38.427Z', 'updatedAt': '2019-04-14T12:37:38.427Z', 'floor': 8, 'content': '感謝期中好運阿鐘', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '法律學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'db630e49-a703-49cc-abb9-6fc3028ce107', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T13:02:13.437Z', 'updatedAt': '2019-04-14T13:02:13.437Z', 'floor': 9, 'content': '幹', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'F', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'c039b813-3b37-4ada-b17a-4f0dc9c20cd0', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T15:16:20.238Z', 'updatedAt': '2019-04-14T15:16:20.238Z', 'floor': 10, 'content': 'b9 趴好', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '2a8ee366-cc29-4a95-85e6-fae1c15dc153', 'anonymous': False, 'postId': 231085755, 'createdAt': '2019-04-14T17:05:26.364Z', 'updatedAt': '2019-04-14T17:05:26.364Z', 'floor': 11, 'content': 'https://i.imgur.com/uO5sgjV.jpg', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '法律學系', 'host': False, 'reportReason': '', 'mediaMeta': [{'id': '36cf4375-332f-47e4-93cb-e0ef0b5f91d6', 'url': 'https://i.imgur.com/uO5sgjV.jpg', 'normalizedUrl': 'https://i.imgur.com/uO5sgjV.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2019-04-14T17:05:26.364Z', 'updatedAt': '2019-04-14T17:05:26.364Z'}, {'id': '36cf4375-332f-47e4-93cb-e0ef0b5f91d6', 'url': 'https://i.imgur.com/uO5sgjV.jpg', 'normalizedUrl': 'https://i.imgur.com/uO5sgjV.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2019-04-14T17:05:26.364Z', 'updatedAt': '2019-04-14T17:05:26.364Z'}], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '33806863-6454-4620-96c5-37afcb194685', 'anonymous': True, 'postId': 231085755, 'createdAt': '2019-04-14T22:57:55.550Z', 'updatedAt': '2019-04-14T22:57:55.550Z', 'floor': 12, 'content': 'B11 我沒過絕對肛死ㄋ啦', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}]","先別吵併校了
你有聽過阿鐘嗎

謝謝期中考好運阿鐘
https://i.imgur.com/8qsv3zI.jpg","2019-04-14T09:59:29.743Z",NA,"","先別吵併校了，你有聽過阿鐘嗎，謝謝期中考好運阿鐘","nuk","9f8bad92-ec3e-4383-ac9a-5c0ee6c5f233","高雄大學","M",FALSE,FALSE,231085755,19,"{}","[{'url': 'https://i.imgur.com/8qsv3zI.jpg'}]","[{'id': '5902bcab-34ba-4980-88d4-110becd64c1d', 'url': 'https://i.imgur.com/8qsv3zI.jpg', 'normalizedUrl': 'https://i.imgur.com/8qsv3zI.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2019-04-14T09:59:29.743Z', 'updatedAt': '2019-04-14T09:59:29.743Z'}, {'id': '5902bcab-34ba-4980-88d4-110becd64c1d', 'url': 'https://i.imgur.com/8qsv3zI.jpg', 'normalizedUrl': 'https://i.imgur.com/8qsv3zI.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2019-04-14T09:59:29.743Z', 'updatedAt': '2019-04-14T09:59:29.743Z'}]",FALSE,FALSE,NA,"[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 19}]",NA,"",NA,"國立高雄大學",NA,"[]","又到了大家期待的期中考週","[]","2019-04-14T09:59:29.743Z",TRUE,FALSE,FALSE
"3",26,TRUE,FALSE,15,"[{'id': 'b39bec30-bd40-4e04-bc6a-557ed4d631c9', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-13T20:28:30.992Z', 'updatedAt': '2019-04-13T20:28:30.992Z', 'floor': 1, 'content': '就當作是買帳引戰的吧\n四大這種素質zzz\n尤其是成大那個', 'likeCount': 5, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'df86939a-ac61-4b47-b0f8-0af3b7110d77', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-13T21:45:10.885Z', 'updatedAt': '2019-04-13T21:45:10.885Z', 'floor': 2, 'content': '現在在學的畢業也是會備註原高雄大學\n\n就算沒有，面試成績單一拿出來別人也知道你那間學校出來的\n\n講得好像合併後我們無痛升級很爽一樣，其實根本沒差\n\n反正現在看起來也是他們吞掉我們，將來母校也是會不見，乾脆不要併了，最後沒錢沒學生就收一收算了，省得在那邊被看不起', 'likeCount': 31, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'f76aa6b3-abbe-4f97-81be-8f5ddaafc006', 'anonymous': False, 'postId': 231083045, 'createdAt': '2019-04-13T23:15:38.379Z', 'updatedAt': '2019-04-14T11:39:19.034Z', 'floor': 3, 'content': '別難過，真的併校後受益的也不會是現在的在校生，所以邏輯不正常的人都不需要為他們的話語生氣。\n但！好的校名真的能讓我們在出社會找工作更有利，但膨風遲早會被拆穿，實力還是更有意義，各種層次上的意義。\n當然也有我們自己的學生不知道是挺自己人還是吹捧害我們被貶低，下到高大 上到台大 只要有’人‘就會有蠢...，不會讀書或會讀書不代表就會有判斷抑或是真心瞭解‘中山與高大的併校‘過程，99.99%的學生我相信都是被污名的甚至有很多學生根本沒用迪卡就被冠上難聽的話。\n\n真的不是高大學生想要找中山併校！\n請理性對待整件事的起頭原因！！！', 'likeCount': 22, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '72e44df5-7e95-4cbf-96cf-1329466b63cb', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-14T02:58:39.137Z', 'updatedAt': '2019-04-14T02:58:39.137Z', 'floor': 4, 'content': '低能卡猶如照妖鏡般～', 'likeCount': 2, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '15f59a59-acd3-4518-92ef-07f73c28a918', 'anonymous': False, 'postId': 231083045, 'createdAt': '2019-04-14T04:25:22.479Z', 'updatedAt': '2019-04-14T04:26:52.209Z', 'floor': 5, 'content': '— 高大學生想併校 —\n他媽的垃圾學店，可以不要和這種學校併校嗎？ 我考那麼高分不是想和他們在一起\n\n— 高大學生不想併校 —\n他媽的得了便宜還裝高清，是沒有腦袋嗎？ 白癡學店不會讀書連腦都沒有嗎？\n\nWhat! ☺️☺️☺️', 'likeCount': 44, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '9af2a470-d569-47a9-b086-cfdecea1f532', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-14T04:29:02.725Z', 'updatedAt': '2019-04-14T04:30:19.380Z', 'floor': 6, 'content': '說真的學歷升級學生當然會高興，但還是會註記其實根本對就業時沒差\n\n看他們校版之前有跟台大的合併的風聲，自己校內一堆也在高潮還好意思噴我們，整間學校留言都在那裝清高', 'likeCount': 9, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'a1a5bc73-4032-47bc-9355-8f204abc75b5', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-14T04:29:25.199Z', 'updatedAt': '2019-04-14T04:29:25.199Z', 'floor': 7, 'content': 'B5 你知道的太多了😂\n反正被併怎麼講錯的都是高大學生QQ', 'likeCount': 5, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'ccf631fc-d24c-4130-9438-0bbf70d286c5', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-14T07:30:52.956Z', 'updatedAt': '2019-04-14T07:31:06.002Z', 'floor': 8, 'content': '我們學校什麼時候開學生的公聽會啊？還是不開？', 'likeCount': 3, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'F', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'bae34a39-8cab-4af7-aa8f-a7a03ad203e7', 'anonymous': False, 'postId': 231083045, 'createdAt': '2019-04-14T08:12:07.058Z', 'updatedAt': '2019-04-14T08:12:07.058Z', 'floor': 9, 'content': '要併不併都給我乾脆一點', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '化學工程及材料工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '8e0868bc-cd1a-49f2-9914-fd7e336ab3a8', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-14T12:04:53.236Z', 'updatedAt': '2019-04-14T12:04:53.236Z', 'floor': 10, 'content': 'https://i.imgur.com/qxM27C6.jpg\n中山自己頻頻想擴校，還一直嘴我們高大？🤔\n一副併校這件事情，對中山只有壞處沒有好處，便宜都被我們高大佔盡了', 'likeCount': 1, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'F', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [{'id': '638a5021-1102-4dc4-afe0-17f4243994a6', 'url': 'https://i.imgur.com/qxM27C6.jpg', 'normalizedUrl': 'https://i.imgur.com/qxM27C6.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2019-04-14T12:04:53.236Z', 'updatedAt': '2019-04-14T12:04:53.236Z'}, {'id': '638a5021-1102-4dc4-afe0-17f4243994a6', 'url': 'https://i.imgur.com/qxM27C6.jpg', 'normalizedUrl': 'https://i.imgur.com/qxM27C6.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2019-04-14T12:04:53.236Z', 'updatedAt': '2019-04-14T12:04:53.236Z'}], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '4402bc0d-cf16-41d0-884c-cc789a745d40', 'anonymous': False, 'postId': 231083045, 'createdAt': '2019-04-14T16:23:14.260Z', 'updatedAt': '2019-04-14T16:23:14.260Z', 'floor': 11, 'content': '理性思考中山和高大想併校\n那中山有什麼好處呢？', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'b7efb7e6-bbbc-42f9-851d-90b4eb39e33e', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-14T23:25:25.790Z', 'updatedAt': '2019-04-15T09:50:42.285Z', 'floor': 12, 'content': 'B11\n1.增加校地\n2.趕快刪，當我沒說XD', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': '2c268f49-cb4e-4840-b5ea-b625577de11e', 'anonymous': False, 'postId': 231083045, 'createdAt': '2019-04-15T02:14:36.740Z', 'updatedAt': '2019-04-15T09:08:07.883Z', 'floor': 13, 'content': 'B12 看到的時候飲料差點噴出來', 'likeCount': 0, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'department': '電機工程學系', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'c5671546-28e9-4a14-877c-bffc55f993f2', 'anonymous': False, 'postId': 231083045, 'createdAt': '2019-04-15T06:40:15.065Z', 'updatedAt': '2019-04-15T06:40:15.065Z', 'floor': 14, 'content': '中山大学? 咱只懂北京大学', 'likeCount': 0, 'withNickname': True, 'hiddenByAuthor': False, 'gender': 'M', 'school': '習禁評', 'department': 'a28896661', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}, {'id': 'cadaef02-8e92-4225-a09b-81fbe8b6638e', 'anonymous': True, 'postId': 231083045, 'createdAt': '2019-04-17T13:43:34.997Z', 'updatedAt': '2019-04-17T13:43:34.997Z', 'floor': 15, 'content': '別太認真\n高層沒表態也沒公聽會\n感覺可能還有變數', 'likeCount': 1, 'withNickname': False, 'hiddenByAuthor': False, 'gender': 'M', 'school': '國立高雄大學', 'host': False, 'reportReason': '', 'mediaMeta': [], 'hidden': False, 'inReview': False, 'postAvatar': ''}]","https://www.dcard.tw/f/exam/p/231073188?ref=android
各位高大的加油吧，雖然這問題感覺還會吵很久但相信大家都不希望被那些臭嘴的看不起
雖然我不懂乾那個清大的屁事呵呵可能家裡住海邊吧==","2019-04-13T19:47:52.841Z",NA,"","各位高大的加油吧，雖然這問題感覺還會吵很久但相信大家都不希望被那些臭嘴的看不起，雖然我不懂乾那個清大的屁事呵呵可能家裡住海邊吧==","nuk","9f8bad92-ec3e-4383-ac9a-5c0ee6c5f233","高雄大學","M",FALSE,FALSE,231083045,26,"{'231073188': {'id': 231073188, 'title': '人不要臉天下無敵', 'excerpt': '想併校又想吹捧自己學校，有誰能救救這群人= ='}}","[]","[]",FALSE,FALSE,NA,"[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 26}]",NA,"",NA,"國立高雄大學",NA,"[]","併校","[]","2019-04-13T19:49:16.298Z",FALSE,FALSE,FALSE
