"","V1","InsertDate","_id","artCat","artComments","artContent","artDate","artIsValid","artPoster","artTitle","artUrl","dataSource","e_ip"
"1",11,"2019-04-18T17:04:45.344Z","5cb8ae2da525820c30ec0267","Gossiping","[{'cmtStatus': '噓', 'cmtPoster': 'r30385', 'cmtContent': ':...', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'waijr', 'cmtContent': ':南台灣大學南台大', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'WeAntiTVBS', 'cmtContent': ':台中亞歷山大學？？？？？？？', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'gsmzxcvbnm', 'cmtContent': ':太遠了吧', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'aaabbb111', 'cmtContent': ':台大南霸天', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'cliff860429', 'cmtContent': ':洗洗睡啦', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'fuhaho', 'cmtContent': ':開始各種抱大腿', 'cmtDate': '2018-10-10 03:42:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'lolic', 'cmtContent': ':廢物校不要自抬身價好不好', 'cmtDate': '2018-10-10 03:43:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'waijr', 'cmtContent': ':高雄就不能有台灣大學嗎?不要歧視南部人', 'cmtDate': '2018-10-10 03:43:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'serrier', 'cmtContent': ':全部都合併成台大好囉', 'cmtDate': '2018-10-10 03:43:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'CCY0927', 'cmtContent': ':癡人說夢', 'cmtDate': '2018-10-10 03:43:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'bybe', 'cmtContent': ':太遠了吧', 'cmtDate': '2018-10-10 03:44:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'blue999', 'cmtContent': ':想太多了吧==台大', 'cmtDate': '2018-10-10 03:44:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'blue999', 'cmtContent': ':能先跟成大清大這一些就不錯了', 'cmtDate': '2018-10-10 03:45:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'uytqazescf', 'cmtContent': ':從南到北', 'cmtDate': '2018-10-10 03:45:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'KEYSOLIDER', 'cmtContent': ':南部台大', 'cmtDate': '2018-10-10 03:45:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Okonkwo', 'cmtContent': ':改成台吱大', 'cmtDate': '2018-10-10 03:46:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'xampp', 'cmtContent': ':台大不是該跟台科大併?就在隔壁而已乾脆併', 'cmtDate': '2018-10-10 03:46:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'k44754', 'cmtContent': ':南部糞校自抬身價', 'cmtDate': '2018-10-10 03:46:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'elle', 'cmtContent': ':...', 'cmtDate': '2018-10-10 03:46:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'xampp', 'cmtContent': ':一併', 'cmtDate': '2018-10-10 03:46:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'yoyodiy', 'cmtContent': ':這個比較對等科系都類似有醫有理工有文法', 'cmtDate': '2018-10-10 03:46:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'yuponkimo', 'cmtContent': ':台大先跟師大併', 'cmtDate': '2018-10-10 03:47:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'ams9', 'cmtContent': ':支持所有國立大學併校', 'cmtDate': '2018-10-10 03:47:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'yoyodiy', 'cmtContent': ':不像陽明交大醫學院併理工學校', 'cmtDate': '2018-10-10 03:47:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'waijr', 'cmtContent': ':不要答應學歷貶值', 'cmtDate': '2018-10-10 03:48:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'kenro', 'cmtContent': ':想被併了，其實一直不知道中山到底在幹嘛', 'cmtDate': '2018-10-10 03:49:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'olaqe', 'cmtContent': ':台灣大學西子灣校區?聽起來很威', 'cmtDate': '2018-10-10 03:50:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'gn00399745', 'cmtContent': ':併校本來就是以科系互補為考量吧，y', 'cmtDate': '2018-10-10 03:51:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'gn00399745', 'cmtContent': ':o叔說的反而是相反的', 'cmtDate': '2018-10-10 03:51:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'bandwandbenz', 'cmtContent': ':提升高校競爭力就是把廢物學校直接', 'cmtDate': '2018-10-10 03:51:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'bandwandbenz', 'cmtContent': ':廢掉', 'cmtDate': '2018-10-10 03:51:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'gn00399745', 'cmtContent': ':兩校合併如果科系都一樣光吵經費就', 'cmtDate': '2018-10-10 03:51:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'gn00399745', 'cmtContent': ':吵不完了', 'cmtDate': '2018-10-10 03:51:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'konanno1', 'cmtContent': ':併校名為台灣猴子大學，台猴大學', 'cmtDate': '2018-10-10 03:52:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'bandwandbenz', 'cmtContent': ':指考平均無法及格的唸三小大學沒', 'cmtDate': '2018-10-10 03:52:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'bandwandbenz', 'cmtContent': ':拿頂標談什麼專業', 'cmtDate': '2018-10-10 03:52:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'mimikillua', 'cmtContent': ':看吧大學太多間自己都想整併退場了', 'cmtDate': '2018-10-10 03:53:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'yoyodiy', 'cmtContent': ':真的指考連平均60都拿不到真的不該念大學', 'cmtDate': '2018-10-10 03:53:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'sbflight', 'cmtContent': ':蘿莉控大學', 'cmtDate': '2018-10-10 03:54:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'haru97724', 'cmtContent': ':乾不要噢', 'cmtDate': '2018-10-10 03:54:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'yoyodiy', 'cmtContent': ':連午淡江都有平均62分了不及格是啥感覺', 'cmtDate': '2018-10-10 03:54:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Spinner3', 'cmtContent': ':還不如高雄的大學併一間', 'cmtDate': '2018-10-10 03:57:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'kmt520', 'cmtContent': ':不是啊指考平均60也只有學店能念啊', 'cmtDate': '2018-10-10 03:57:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'alfiema', 'cmtContent': ':為什麼不乾脆跟哈佛談合併', 'cmtDate': '2018-10-10 03:57:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'kmt520', 'cmtContent': ':標準太低了吧？', 'cmtDate': '2018-10-10 03:57:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'm19issmart', 'cmtContent': ':併高大啦中山大學楠梓校區', 'cmtDate': '2018-10-10 03:58:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'oaoa0123', 'cmtContent': ':中山大學有醫學系，這下真的屌打清交', 'cmtDate': '2018-10-10 03:58:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Tristanh', 'cmtContent': ':中山這種黨國校名消失也好', 'cmtDate': '2018-10-10 03:59:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'yoyodiy', 'cmtContent': ':中山大本來就有醫科併不併沒太大差別', 'cmtDate': '2018-10-10 03:59:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'yoyodiy', 'cmtContent': ':是其他理工法商學院比較爽', 'cmtDate': '2018-10-10 04:00:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'doggie175', 'cmtContent': ':台中大學？', 'cmtDate': '2018-10-10 04:02:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'silomin', 'cmtContent': ':是不是很多人不知道中山和中山醫不同', 'cmtDate': '2018-10-10 04:04:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'qazzaq3977', 'cmtContent': ':台灣只需要一個大學', 'cmtDate': '2018-10-10 04:05:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'cynric717', 'cmtContent': ':哇，會不會太遠', 'cmtDate': '2018-10-10 04:05:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'MartianIT', 'cmtContent': ':早就說台灣只有三間大學：', 'cmtDate': '2018-10-10 04:05:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'pita30', 'cmtContent': ':全台灣合併成一間台灣大學就好就沒學店生', 'cmtDate': '2018-10-10 04:05:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'MartianIT', 'cmtContent': ':台大其它公立大學私立大學', 'cmtDate': '2018-10-10 04:06:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'nadleeh', 'cmtContent': ':學店合併', 'cmtDate': '2018-10-10 04:07:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'cwind07', 'cmtContent': ':直接變台大算盤打的真精', 'cmtDate': '2018-10-10 04:08:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'eric830204', 'cmtContent': ':可不可以有自覺', 'cmtDate': '2018-10-10 04:10:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'z1231002', 'cmtContent': ':中山哪間學店', 'cmtDate': '2018-10-10 04:12:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'nightjoker', 'cmtContent': ':差太多了吃屎吧', 'cmtDate': '2018-10-10 04:13:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'hoberg', 'cmtContent': ':有意？？？？', 'cmtDate': '2018-10-10 04:13:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'changbsd', 'cmtContent': ':中山大學有醫科？平行世界嗎？', 'cmtDate': '2018-10-10 04:14:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'g5637128', 'cmtContent': ':也太遠', 'cmtDate': '2018-10-10 04:15:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'ma4wanderer', 'cmtContent': ':重複科系那麼多併個屁', 'cmtDate': '2018-10-10 04:17:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'ma4wanderer', 'cmtContent': ':清大竹教重複一個科系開個課從學', 'cmtDate': '2018-10-10 04:18:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'ma4wanderer', 'cmtContent': ':期初戰到學期末', 'cmtDate': '2018-10-10 04:18:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'c2578910', 'cmtContent': ':中山哪時有醬料了yo叔反串？', 'cmtDate': '2018-10-10 04:18:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Ed860227', 'cmtContent': ':中山醫在台中是要北中南三校合併嗎', 'cmtDate': '2018-10-10 04:23:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'Ed860227', 'cmtContent': ':？', 'cmtDate': '2018-10-10 04:23:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'filla', 'cmtContent': ':台大跟台科哪裡對等?台科是技職體系', 'cmtDate': '2018-10-10 04:23:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'este1a', 'cmtContent': ':垃圾糞校幹你娘', 'cmtDate': '2018-10-10 04:23:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'filla', 'cmtContent': ':根本就是台大某些教授的農場', 'cmtDate': '2018-10-10 04:24:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'filla', 'cmtContent': ':台大沒缺先去台科洗一下經驗之後再回台大', 'cmtDate': '2018-10-10 04:24:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'ajemtw', 'cmtContent': ':三中合一比較實際吧', 'cmtDate': '2018-10-10 04:29:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'F100', 'cmtContent': ':我看以後就台清交成政五間大學，其它改分校', 'cmtDate': '2018-10-10 04:29:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'ajemtw', 'cmtContent': ':北中南各一間，完美', 'cmtDate': '2018-10-10 04:29:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'fundoshi', 'cmtContent': ':我覺得可以跟麻省理工併校欸豪不豪', 'cmtDate': '2018-10-10 04:30:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'ajemtw', 'cmtContent': ':三中合一就叫中大大學，再也不會搞錯', 'cmtDate': '2018-10-10 04:32:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'stardriver21', 'cmtContent': ':就叫台中大吧', 'cmtDate': '2018-10-10 04:35:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'mecca', 'cmtContent': ':蠢了吧台大不需要和任何學校合併', 'cmtDate': '2018-10-10 04:36:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'cyclohexane', 'cmtContent': ':一個南一個北合個屁', 'cmtDate': '2018-10-10 04:37:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'L1ON', 'cmtContent': ':喔幹台大學店化', 'cmtDate': '2018-10-10 04:37:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'tsming', 'cmtContent': ':抱腿', 'cmtDate': '2018-10-10 04:40:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'exceedMyself', 'cmtContent': ':一中一台', 'cmtDate': '2018-10-10 04:42:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'skhten', 'cmtContent': ':有夢最美', 'cmtDate': '2018-10-10 04:48:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Lovemail5566', 'cmtContent': ':全部都是台大', 'cmtDate': '2018-10-10 04:54:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'shorn', 'cmtContent': ':乾脆全台灣的大學全部併成一個學校好了。這', 'cmtDate': '2018-10-10 05:09:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'shorn', 'cmtContent': ':樣會不會直接點', 'cmtDate': '2018-10-10 05:09:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'yo30110', 'cmtContent': ':北漂學校？', 'cmtDate': '2018-10-10 05:11:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'gunies1111', 'cmtContent': ':你有的台大都有還比你高10分南部人', 'cmtDate': '2018-10-10 05:27:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'gunies1111', 'cmtContent': ':哪來的自信', 'cmtDate': '2018-10-10 05:27:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'mickey21', 'cmtContent': ':別來', 'cmtDate': '2018-10-10 06:32:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'ccharles', 'cmtContent': ':台中大學或灣山大學？', 'cmtDate': '2018-10-10 06:37:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'rabbit2233', 'cmtContent': ':南部糞校潘什麼大腿', 'cmtDate': '2018-10-10 06:39:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Tonyx599026', 'cmtContent': ':中山大學哪來的醫科別鬧了', 'cmtDate': '2018-10-10 06:46:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'skyprayer', 'cmtContent': ':併校救高教？病急亂投醫', 'cmtDate': '2018-10-10 07:31:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'wulaw5566', 'cmtContent': ':做夢嗎', 'cmtDate': '2018-10-10 07:41:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'ppc', 'cmtContent': ':做夢', 'cmtDate': '2018-10-10 08:37:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'ggglu', 'cmtContent': ':抱腿==?', 'cmtDate': '2018-10-10 09:13:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'gn00508891', 'cmtContent': ':南北大學啊', 'cmtDate': '2018-10-10 09:38:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'donis12345', 'cmtContent': ':==', 'cmtDate': '2018-10-11 07:03:00+00:00'}]","獨／高教競爭不能等 中山大學有意與台大談合校

2018-10-10 10:42聯合報 記者馮靖惠╱即時報導

陽明大學近期通過合校決議，清華大學、交通大學競相爭取，近日中山大學也傳出有意與
台灣大學合校，以提升高教競爭力。

中山大學於上月26日行政會議上決議，有關該校與台大合校的可行性，將組成工作小組，
現階段宜優先盤點中山的資源特色、彙整校務重點後，再適時詢問台大的意向，朝合校的
相關程序進行後續作業。

中山大學副校長蔡秀芬表示，其實中山跟台大的合校，在十幾年前就討論過了，而且兩校
也已經坐下來談，雙方面都有意願，也都報教育部，但最後未獲核准。

蔡秀芬指出，中山一直有在跟高雄醫學大學進行合作上的討論，但仍限於在地性的，而且
兩校一個公立一個私立，有些法規面上一直無法突破。

「高教競爭不能等」，蔡秀芬表示，高教議題要放眼全世界，不能只聚焦區域性的討論，
因此在日前的行政會議上，討論到學校的整體發展，想大範圍地跟更多學校談緊密合作，
包括要跟哪些學校合作、合併、聯盟等等。

蔡秀芬指出，目前與台大的合校案討論，仍是在很初期的階段，只是先進行校內資源和校
務重點的「亮點」盤點，也還未跟台大談過。

台大主秘李心予則說，目前還未接獲中山要談合校的消息。
https://udn.com/news/story/7266/3413779","2018-10-09T19:41:55.000Z",0,"qweewqq","[新聞]高教競爭不能等中山大學有意與台大談合","https://www.ptt.cc/bbs/Gossiping/M.1539143277.A.A64.html","ptt","140.112.73.89"
"2",12,"2019-04-18T17:04:45.344Z","5cb8ae2da525820c30ec0268","Gossiping","[{'cmtStatus': '→', 'cmtPoster': 'greentea1205', 'cmtContent': ':中山去跟猴子合併吧垃圾猴子幹', 'cmtDate': '2018-10-10 04:44:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'greentea1205', 'cmtContent': ':馬的還我食物啦襙', 'cmtDate': '2018-10-10 04:44:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'gino0717', 'cmtContent': ':全部殯起來改叫中聯大', 'cmtDate': '2018-10-10 04:45:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'Tchachavsky', 'cmtContent': ':四中合併雙串大學', 'cmtDate': '2018-10-10 04:47:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'kmt520', 'cmtContent': ':推串串大學', 'cmtDate': '2018-10-10 04:59:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'g5637128', 'cmtContent': ':四中合併啦', 'cmtDate': '2018-10-10 05:03:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'marke18', 'cmtContent': ':串串大學可以唷XD', 'cmtDate': '2018-10-10 05:23:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'april4966', 'cmtContent': ':串串不錯阿，以後就不用搶中大了。', 'cmtDate': '2018-10-10 07:45:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'skyprayer', 'cmtContent': ':推串串大學', 'cmtDate': '2018-10-10 07:47:00+00:00'}]","若四中
中央 中山 中興 中正大學 想要與其他學校合併

會跟哪些學校阿?

中央-有點偏僻 不知道要跟誰合併

中山-好像有想跟高醫大併 但併私立很困難

中興-中教大?(清都跟竹教大合 這個可能吧

中正-？？
","2018-10-09T20:43:19.000Z",0,"flower42","[問卦]四中分別可以跟哪些學校合併?","https://www.ptt.cc/bbs/Gossiping/M.1539146962.A.C0C.html","ptt","223.141.2.190"
"3",15,"2019-04-18T17:04:45.344Z","5cb8ae2da525820c30ec026b","Gossiping","[{'cmtStatus': '→', 'cmtPoster': 'VVizZ', 'cmtContent': ':台大不需要南部的猴子', 'cmtDate': '2018-10-11 08:00:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'qazxc1156892', 'cmtContent': ':高攀？', 'cmtDate': '2018-10-11 08:00:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'kenny60710', 'cmtContent': ':學店還想併', 'cmtDate': '2018-10-11 08:00:00+00:00'}, {'cmtStatus': '噓', 'cmtPoster': 'zephyr105', 'cmtContent': ':同質學校是併啥R', 'cmtDate': '2018-10-11 08:01:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'saw6904', 'cmtContent': ':臺灣中山大學，有莫斯科中山大學的fu~', 'cmtDate': '2018-10-11 08:01:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'rainf', 'cmtContent': ':南部經驗就鎖在南部就好別來北部帶壞學生', 'cmtDate': '2018-10-11 08:02:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'ams9', 'cmtContent': ':還不如廢校國立剩台清成就夠了', 'cmtDate': '2018-10-11 08:03:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'kill78941', 'cmtContent': ':台中大學喔', 'cmtDate': '2018-10-11 08:04:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'soarling', 'cmtContent': ':中山怎麼不先統一南台灣？', 'cmtDate': '2018-10-11 08:06:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'lee85313xd', 'cmtContent': ':我認為大學只要兩間大葉和台大', 'cmtDate': '2018-10-11 08:08:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'Hfy0920', 'cmtContent': ':海邊的應該找山上的中正吧', 'cmtDate': '2018-10-11 08:14:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'c00jsw00', 'cmtContent': ':是無法理解因為中山這一任校長找不到錢', 'cmtDate': '2018-10-11 08:18:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'mrschiu', 'cmtContent': ':中字大連鎖還能併到中興法商...', 'cmtDate': '2018-10-11 08:25:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'delvan', 'cmtContent': ':李玉公公', 'cmtDate': '2018-10-11 08:27:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'mrschiu', 'cmtContent': ':簡稱台中大...', 'cmtDate': '2018-10-11 08:27:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'Beccaria', 'cmtContent': ':誰要幸福城市的吱吱', 'cmtDate': '2018-10-11 08:31:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'bkyu', 'cmtContent': ':換湯不換藥', 'cmtDate': '2018-10-11 08:42:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'STerry1986', 'cmtContent': ':中山台灣大學', 'cmtDate': '2018-10-11 08:51:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'hsuaba', 'cmtContent': ':老師素質沒差太多學生素質就不一樣了', 'cmtDate': '2018-10-11 09:03:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'noidforme', 'cmtContent': ':帝國中山大學，簡稱國中大', 'cmtDate': '2018-10-11 09:12:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'myvoice', 'cmtContent': ':台大自己資源那麼多哪裡需要跟你合併...', 'cmtDate': '2018-10-11 09:36:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'aiguo', 'cmtContent': ':中山？拜託台大不要', 'cmtDate': '2018-10-11 09:51:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'buslover', 'cmtContent': ':中山大學想跟台灣大學結婚有問過對方', 'cmtDate': '2018-10-11 09:52:00+00:00'}, {'cmtStatus': '→', 'cmtPoster': 'buslover', 'cmtContent': ':想不想嗎？不是你想結就能結好嗎？', 'cmtDate': '2018-10-11 09:52:00+00:00'}, {'cmtStatus': '推', 'cmtPoster': 'manaitu5566', 'cmtContent': ':沒想到秀芬已經是副校長惹', 'cmtDate': '2018-10-11 10:53:00+00:00'}]","1.媒體來源:
udn 聯合新聞網

2.完整新聞標題:
高教掀公公併 中山大學想找台大

3.完整新聞內文:
受少子化影響，高教界再度展開「公公併」熱潮，陽明大學近期通過合校決議，清華、交
大競相爭取。中山大學上月廿六日行政會議通過組成工作小組，盤點學校的優勢及特色，
擬推動與包括台大等校的合校計畫等，提升競爭力。

中山大學副校長蔡秀芬說，行政會議上，討論到學校的整體未來發展，為提升競爭力，想
大範圍跟更多學校談合作，合作形式包括合校、聯盟等。與台大的合校案，仍是初步討論
，並未跟台大談過。

「高教競爭不能等」，蔡秀芬說，中山持續跟高雄醫學大學合作，但仍限於在地性，且一
個公立一個私立，若要更進一步，在法規上無法突破。台大主秘李心予則回應，還未接獲
中山要談合校的消息。

目前共有七組公校整併成功，「進行式」的學校有陽明大學，正在跟交大及清大談合併。

高教工會組織部主任林柏儀分析，從公眾利益角度來看，國立大學優先該做的是讓教育資
源能向大眾開放共享，若再只做「排他的公公併」，將只是讓教育資源排除外界師生使用
，對整體高等教育發展的進步性相當有限。

4.完整新聞連結 (或短網址):
https://goo.gl/HHKH5o
5.備註:

有117的鄉民可以說明一下現在貴校的狀況嗎
我個人認為117不至於要找別的學校合併
不過高教深耕計畫的經費竟然拿的比高科、北科、臺科還低，不知道是不是因為校務基金
短缺才有這個念頭
還是只是想搭上合併順風車刷存在感
","2018-10-10T23:59:44.000Z",0,"willschlafen","[新聞]高教掀公公併中山大學想找台大","https://www.ptt.cc/bbs/Gossiping/M.1539245147.A.546.html","ptt","140.114.123.135"
